Symbol,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
ZIM,ASX:ZIM,Zimplats Holdings Limited (ASX:ZIM),https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	2255010000",21.2,0.25,1.19,Materials
HDN,ASX:HDN,HomeCo Daily Needs REIT (ASX:HDN),https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2222360000",1.045,-0.03,-2.34,Real Estate
AWC,ASX:AWC,Alumina Limited (ASX:AWC),https://www.listcorp.com/asx/awc/alumina-limited,"	2219790000",0.77,0,0.65,Materials
BWP,ASX:BWP,BWP Trust (ASX:BWP),https://www.listcorp.com/asx/bwp/bwp-trust,"	2196950000",3.37,-0.05,-1.46,Real Estate
PPT,ASX:PPT,Perpetual Limited (ASX:PPT),https://www.listcorp.com/asx/ppt/perpetual-limited,"	2177160000",18.95,-0.26,-1.35,Financials
VAP,ASX:VAP,Vanguard Australian Property Securities Index ETF (ASX:VAP),https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,"	2143190000",69.18,-1.43,-2.03,Financials
DEG,ASX:DEG,De Grey Mining Limited (ASX:DEG),https://www.listcorp.com/asx/deg/de-grey-mining,"	2140920000",1.16,-0.03,-2.52,Materials
HYGG,ASX:HYGG,Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG),https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,"	2092180000",3.85,-0.08,-2.04,Financials
SNZ,ASX:SNZ,Summerset Group Holdings Limited (ASX:SNZ),https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2089790000",8.92,0,0,Health Care
HBRD,ASX:HBRD,BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD),https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2081800000",10.03,-0.01,-0.1,Financials
AIZ,ASX:AIZ,Air New Zealand Limited (ASX:AIZ),https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	2054760000",0.6,-0.01,-1.64,Industrials
IAF,ASX:IAF,iShares Core Composite Bond ETF (ASX:IAF),https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	1992870000",96.66,-0.53,-0.55,Financials
VDHG,ASX:VDHG,Vanguard Diversified High Growth Index ETF (ASX:VDHG),https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,"	1955600000",55.12,-0.37,-0.67,Financials
GOR,ASX:GOR,Gold Road Resources Limited (ASX:GOR),https://www.listcorp.com/asx/gor/gold-road-resources,"	1937920000",1.835,0.04,2.23,Materials
PXA,ASX:PXA,PEXA Group Limited (ASX:PXA),https://www.listcorp.com/asx/pxa/pexa-group-limited,"	1931350000",10.83,-0.06,-0.55,Real Estate
VUK,ASX:VUK,Virgin Money UK PLC (ASX:VUK),https://www.listcorp.com/asx/vuk/virgin-money-uk-plc,"	1920060000",2.79,-0.05,-1.76,Financials
LOV,ASX:LOV,Lovisa Holdings Limited (ASX:LOV),https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	1908650000",17.47,0.07,0.4,Consumer Discretionary
RMS,ASX:RMS,Ramelius Resources Limited (ASX:RMS),https://www.listcorp.com/asx/rms/ramelius-resources,"	1881830000",1.69,0.02,0.9,Materials
TAH,ASX:TAH,Tabcorp Holdings Limited (ASX:TAH),https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	1860160000",0.79,-0.03,-3.07,Consumer Discretionary
BAP,ASX:BAP,Bapcor Limited (ASX:BAP),https://www.listcorp.com/asx/bap/bapcor-limited,"	1849800000",5.41,-0.04,-0.73,Consumer Discretionary
CIP,ASX:CIP,Centuria Industrial REIT (ASX:CIP),https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	1834950000",2.83,-0.06,-2.08,Real Estate
APM,ASX:APM,APM Human Services International Limited (ASX:APM),https://www.listcorp.com/asx/apm/apm-human-services-international,"	1834360000",1.97,-0.03,-1.5,Industrials
MP1,ASX:MP1,Megaport Limited (ASX:MP1),https://www.listcorp.com/asx/mp1/megaport-limited,"	1830820000",9.63,-1.88,-16.33,Information Technology
MVW,ASX:MVW,Vaneck Vectors Australian Equal Weight ETF (ASX:MVW),https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	1826630000",32.38,-0.34,-1.04,Financials
DDR,ASX:DDR,Dicker Data Limited (ASX:DDR),https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1825860000",10,-0.13,-1.28,Information Technology
CQR,ASX:CQR,Charter Hall Retail REIT (ASX:CQR),https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	1825060000",3.07,-0.07,-2.23,Real Estate
LNW,ASX:LNW,Light & Wonder Inc (ASX:LNW),https://www.listcorp.com/asx/lnw/light-and-wonder-inc,"	1824160000",118.57,-6.15,-4.93,Consumer Discretionary
IVC,ASX:IVC,InvoCare Limited (ASX:IVC),https://www.listcorp.com/asx/ivc/invocare-limited,"	1820930000",12.64,0,0,Consumer Discretionary
CEN,ASX:CEN,Contact Energy Limited (ASX:CEN),https://www.listcorp.com/asx/cen/contact-energy-limited,"	1809820000",7.19,0.08,1.13,Utilities
MXT,ASX:MXT,Metrics Master Income Trust (ASX:MXT),https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	1783490000",2.02,0,0,Financials
WLE,ASX:WLE,WAM Leaders Limited (ASX:WLE),https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1760260000",1.38,-0.02,-1.43,Financials
SGR,ASX:SGR,The Star Entertainment Group Limited (ASX:SGR),https://www.listcorp.com/asx/sgr/star-entertainment-group,"	1749900000",0.595,-0.02,-2.46,Consumer Discretionary
CMM,ASX:CMM,Capricorn Metals Ltd (ASX:CMM),https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	1725650000",4.59,0,0,Materials
EMR,ASX:EMR,Emerald Resources NL (ASX:EMR),https://www.listcorp.com/asx/emr/emerald-resources-nl,"	1721380000",2.62,-0.15,-5.42,Materials
VAF,ASX:VAF,Vanguard Australian Fixed Interest Index ETF (ASX:VAF),https://www.listcorp.com/asx/vaf/vanguard-australian-fixed-interest-index-etf,"	1712590000",43.33,-0.3,-0.69,Financials
KLS,ASX:KLS,Kelsian Group Limited (ASX:KLS),https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1696960000",6.15,-0.15,-2.38,Industrials
NUF,ASX:NUF,Nufarm Limited (ASX:NUF),https://www.listcorp.com/asx/nuf/nufarm-limited,"	1682080000",4.34,-0.07,-1.59,Materials
EVT,ASX:EVT,EVT Limited (ASX:EVT),https://www.listcorp.com/asx/evt/evt-limited,"	1681550000",10.44,0.04,0.38,Communication Services
IPH,ASX:IPH,IPH Limited (ASX:IPH),https://www.listcorp.com/asx/iph/iph-limited,"	1680150000",6.91,-0.09,-1.29,Industrials
LSF,ASX:LSF,L1 Long Short Fund Limited (ASX:LSF),https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1678730000",2.72,0.01,0.37,Financials
WAM,ASX:WAM,WAM Capital Limited (ASX:WAM),https://www.listcorp.com/asx/wam/wam-capital-limited,"	1672920000",1.485,-0.03,-2.3,Financials
BOE,ASX:BOE,Boss Energy Limited (ASX:BOE),https://www.listcorp.com/asx/boe/boss-energy-limited,"	1655260000",4.63,-0.06,-1.28,Energy
LIC,ASX:LIC,Lifestyle Communities Limited (ASX:LIC),https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	1616270000",15.47,0.01,0.06,Real Estate
MFF,ASX:MFF,MFF Capital Investments Limited (ASX:MFF),https://www.listcorp.com/asx/mff/mff-capital-investments,"	1615350000",2.81,-0.04,-1.4,Financials
PSI,ASX:PSI,PSC Insurance Group Limited (ASX:PSI),https://www.listcorp.com/asx/psi/psc-insurance-group-limited,"	1610030000",4.57,0.09,2.01,Financials
BGL,ASX:BGL,Bellevue Gold Limited (ASX:BGL),https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	1602510000",1.41,0.01,0.71,Materials
INA,ASX:INA,Ingenia Communities Group (ASX:INA),https://www.listcorp.com/asx/ina/ingenia-communities-group,"	1601800000",3.86,-0.07,-1.78,Real Estate
JLG,ASX:JLG,Johns Lyng Group Limited (ASX:JLG),https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1586050000",5.75,0.01,0.17,Industrials
GOZ,ASX:GOZ,Growthpoint Properties Australia (ASX:GOZ),https://www.listcorp.com/asx/goz/growthpoint-properties,"	1583090000",2.08,-0.02,-0.95,Real Estate
PNI,ASX:PNI,Pinnacle Investment Management Group Limited (ASX:PNI),https://www.listcorp.com/asx/pni/pinnacle-investment-management-group-limited,"	1580040000",7.72,-0.07,-0.9,Financials
360,ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	1578790000",7.47,-0.32,-4.11,Information Technology
AZS,ASX:AZS,Azure Minerals Limited (ASX:AZS),https://www.listcorp.com/asx/azs/azure-minerals-limited,"	1555720000",3.49,1.05,43.03,Materials
GUD,ASX:GUD,GUD Holdings Limited (ASX:GUD),https://www.listcorp.com/asx/gud/gud-holdings-limited,"	1548430000",10.8,-0.19,-1.73,Consumer Discretionary
HMC,ASX:HMC,HMC Capital Limited (ASX:HMC),https://www.listcorp.com/asx/hmc/hmc-capital-limited,"	1544170000",4.28,-0.15,-3.39,Real Estate
GMD,ASX:GMD,Genesis Minerals Limited (ASX:GMD),https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	1525600000",1.455,-0.01,-1.02,Materials
GNC,ASX:GNC,GrainCorp Limited (ASX:GNC),https://www.listcorp.com/asx/gnc/graincorp-limited,"	1521000000",6.77,-0.01,-0.15,Consumer Staples
MAQ,ASX:MAQ,Macquarie Technology Group Limited (ASX:MAQ),https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	1514700000",61.95,-0.27,-0.43,Information Technology
UMG,ASX:UMG,United Malt Group Limited (ASX:UMG),https://www.listcorp.com/asx/umg/united-malt-group-limited,"	1492790000",4.98,0,0,Consumer Staples
CDA,ASX:CDA,Codan Limited (ASX:CDA),https://www.listcorp.com/asx/cda/codan-limited,"	1474100000",8.03,-0.1,-1.23,Information Technology
WPR,ASX:WPR,Waypoint REIT (ASX:WPR),https://www.listcorp.com/asx/wpr/waypoint-reit,"	1464560000",2.15,-0.03,-1.38,Real Estate
CGC,ASX:CGC,Costa Group Holdings Limited (ASX:CGC),https://www.listcorp.com/asx/cgc/costa-group-holdings-limited,"	1435950000",3.1,0.01,0.32,Consumer Staples
KAR,ASX:KAR,Karoon Energy Ltd (ASX:KAR),https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1416300000",2.51,0.01,0.4,Energy
NEU,ASX:NEU,Neuren Pharmaceuticals Limited (ASX:NEU),https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	1389690000",10.18,-0.8,-7.29,Health Care
IFL,ASX:IFL,Insignia Financial Ltd (ASX:IFL),https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	1386580000",2.01,-0.07,-3.37,Financials
MND,ASX:MND,Monadelphous Group Limited (ASX:MND),https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1378120000",14.09,-0.13,-0.91,Industrials
FRW,ASX:FRW,Freightways Group Limited (ASX:FRW),https://www.listcorp.com/asx/frw/freightways-group-limited,"	1359320000",7.05,-0.56,-7.36,Industrials
DBI,ASX:DBI,Dalrymple Bay Infrastructure Limited (ASX:DBI),https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1358390000",2.7,-0.04,-1.46,Industrials
BKI,ASX:BKI,BKI Investment Company Limited (ASX:BKI),https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1352760000",1.71,0.02,1.48,Financials
ASK,ASX:ASK,Abacus Storage King (ASX:ASK),https://www.listcorp.com/asx/ask/abacus-storage-king,"	1340390000",1.015,0,-0.49,Real Estate
SKC,ASX:SKC,SkyCity Entertainment Group Limited (ASX:SKC),https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	1322760000",1.75,0.01,0.57,Consumer Discretionary
IXJ,ASX:IXJ,iShares Global Healthcare ETF (ASX:IXJ),https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1280760000",127.01,0.66,0.52,Financials
RRL,ASX:RRL,Regis Resources Limited (ASX:RRL),https://www.listcorp.com/asx/rrl/regis-resources-limited,"	1261420000",1.705,0.04,2.1,Materials
ABC,ASX:ABC,Adbri Limited (ASX:ABC),https://www.listcorp.com/asx/abc/adbri-limited,"	1260930000",1.94,0.01,0.52,Materials
ING,ASX:ING,Inghams Group Limited (ASX:ING),https://www.listcorp.com/asx/ing/inghams-group,"	1252560000",3.37,0,0,Consumer Staples
LFS,ASX:LFS,Latitude Financial Services Group Limited (ASX:LFS),https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1226820000",1.18,0,0,Financials
QPON,ASX:QPON,BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON),https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1208250000",25.96,0.02,0.08,Financials
RDX,ASX:RDX,Redox Limited (ASX:RDX),https://www.listcorp.com/asx/rdx/redox-limited,"	1202440000",2.41,0.12,5.24,Industrials
AUI,ASX:AUI,Australian United Investment Company Limited (ASX:AUI),https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1199040000",9.44,-0.04,-0.42,Financials
MMS,ASX:MMS,McMillan Shakespeare Limited (ASX:MMS),https://www.listcorp.com/asx/mms/mcmillan-shakespeare-limited,"	1196470000",16.42,-0.76,-4.42,Industrials
LFG,ASX:LFG,Liberty Financial Group Limited (ASX:LFG),https://www.listcorp.com/asx/lfg/liberty-financial-group-limited,"	1184840000",3.9,0,0,Financials
SIQ,ASX:SIQ,Smartgroup Corporation Ltd (ASX:SIQ),https://www.listcorp.com/asx/siq/smartgroup-corporation-ltd,"	1160990000",8.51,-0.23,-2.63,Industrials
NAN,ASX:NAN,Nanosonics Limited (ASX:NAN),https://www.listcorp.com/asx/nan/nanosonics,"	1155960000",3.8,-0.02,-0.52,Health Care
MGH,ASX:MGH,MAAS Group Holdings Limited (ASX:MGH),https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1153560000",3.47,-0.03,-0.86,Industrials
HLS,ASX:HLS,Healius Limited (ASX:HLS),https://www.listcorp.com/asx/hls/healius-limited,"	1151240000",1.93,-0.09,-4.46,Health Care
AD8,ASX:AD8,Audinate Group Limited (ASX:AD8),https://www.listcorp.com/asx/ad8/audinate-group-limited,"	1151060000",13.38,-0.47,-3.39,Information Technology
MFG,ASX:MFG,Magellan Financial Group Limited (ASX:MFG),https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1150280000",6.22,-0.12,-1.89,Financials
NWH,ASX:NWH,NRW Holdings Limited (ASX:NWH),https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	1147430000",2.55,0.01,0.39,Industrials
ARF,ASX:ARF,Arena REIT (ASX:ARF),https://www.listcorp.com/asx/arf/arena-reit,"	1145790000",3.2,-0.05,-1.54,Real Estate
IHVV,ASX:IHVV,iShares S&P 500 (AUD Hedged) ETF (ASX:IHVV),https://www.listcorp.com/asx/ihvv/ishares-s-and-p-500-aud-hedged-etf,"	1134420000",38.75,-0.75,-1.9,Financials
MAD,ASX:MAD,Mader Group Limited (ASX:MAD),https://www.listcorp.com/asx/mad/mader-group-limited,"	1112000000",6,0.44,7.91,Industrials
CKF,ASX:CKF,Collins Foods Limited (ASX:CKF),https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1097360000",9.21,-0.13,-1.39,Consumer Discretionary
HLI,ASX:HLI,Helia Group Limited (ASX:HLI),https://www.listcorp.com/asx/hli/helia-group-limited,"	1096510000",3.56,0.04,1.14,Financials
DTL,ASX:DTL,Data#3 Limited (ASX:DTL),https://www.listcorp.com/asx/dtl/data-3-limited,"	1095300000",7.16,0.08,1.13,Information Technology
SDR,ASX:SDR,SiteMinder Limited (ASX:SDR),https://www.listcorp.com/asx/sdr/siteminder-limited,"	1094760000",3.93,-0.05,-1.26,Information Technology
HSN,ASX:HSN,Hansen Technologies Limited (ASX:HSN),https://www.listcorp.com/asx/hsn/hansen-technologies-limited,"	1074950000",5.25,-0.04,-0.76,Information Technology
RED,ASX:RED,Red 5 Limited (ASX:RED),https://www.listcorp.com/asx/red/red-5-limited,"	1073280000",0.315,0,1.61,Materials
OCL,ASX:OCL,Objective Corporation Limited (ASX:OCL),https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1058490000",10.89,-0.22,-1.98,Information Technology
PWH,ASX:PWH,PWR Holdings Limited (ASX:PWH),https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	1045030000",10.21,-0.19,-1.83,Consumer Discretionary
STX,ASX:STX,Strike Energy Limited (ASX:STX),https://www.listcorp.com/asx/stx/strike-energy,"	1041110000",0.41,0,0,Energy
NWS,ASX:NWS,News Corporation (ASX:NWS),https://www.listcorp.com/asx/nws/news-corp,"	1038310000",33.55,-1.31,-3.76,Communication Services
HGH,ASX:HGH,Heartland Group Holdings Limited (ASX:HGH),https://www.listcorp.com/asx/hgh/heartland-group-holdings-limited,"	1033560000",1.495,0.05,3.46,Financials
AX1,ASX:AX1,Accent Group Limited (ASX:AX1),https://www.listcorp.com/asx/ax1/accent-group-limited,"	1033200000",1.81,-0.02,-1.36,Consumer Discretionary
DYL,ASX:DYL,Deep Yellow Limited (ASX:DYL),https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1031450000",1.38,0.02,1.47,Energy
DUI,ASX:DUI,Diversified United Investment Limited (ASX:DUI),https://www.listcorp.com/asx/dui/diversified-united-investment-limited,"	1022690000",4.65,-0.05,-1.06,Financials
SUBD,ASX:SUBD,VanEck Australian Subordinated Debt ETF (ASX:SUBD),https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	1018840000",24.96,0.03,0.12,Financials
PRN,ASX:PRN,Perenti Limited (ASX:PRN),https://www.listcorp.com/asx/prn/perenti-limited,"	1013030000",1.035,-0.02,-1.43,Materials
VGB,ASX:VGB,Vanguard Australian Government Bond Index ETF (ASX:VGB),https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	1000760000",44.18,-0.2,-0.45,Financials
CNI,ASX:CNI,Centuria Capital Group (ASX:CNI),https://www.listcorp.com/asx/cni/centuria-capital,"	998290000",1.185,-0.06,-4.44,Real Estate
IRE,ASX:IRE,Iress Limited (ASX:IRE),https://www.listcorp.com/asx/ire/iress-limited,"	989984000",5.06,-0.24,-4.53,Information Technology
BGP,ASX:BGP,Briscoe Group Limited (ASX:BGP),https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	984625000",4.42,0,0,Consumer Discretionary
CTT,ASX:CTT,Cettire Limited (ASX:CTT),https://www.listcorp.com/asx/ctt/cettire-limited,"	983595000",2.51,-0.07,-2.71,Consumer Discretionary
TUA,ASX:TUA,Tuas Limited (ASX:TUA),https://www.listcorp.com/asx/tua/tuas-limited,"	967117000",2.05,-0.03,-1.44,Communication Services
VSL,ASX:VSL,Vulcan Steel Limited (ASX:VSL),https://www.listcorp.com/asx/vsl/vulcan-steel-limited,"	955340000",7.25,-0.02,-0.28,Materials
JDO,ASX:JDO,Judo Capital Holdings Limited (ASX:JDO),https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	948452000",0.85,0,-0.58,Financials
ABG,ASX:ABG,Abacus Group (ASX:ABG),https://www.listcorp.com/asx/abg/abacus-group,"	947277000",1.015,-0.05,-4.25,Real Estate
CMW,ASX:CMW,Cromwell Property Group (ASX:CMW),https://www.listcorp.com/asx/cmw/cromwell-property-group,"	942792000",0.345,-0.02,-4.17,Real Estate
CQE,ASX:CQE,Charter Hall Social Infrastructure REIT (ASX:CQE),https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	937556000",2.47,-0.06,-2.37,Real Estate
ABB,ASX:ABB,Aussie Broadband Limited (ASX:ABB),https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	920956000",3.94,0.09,2.34,Communication Services
WGX,ASX:WGX,Westgold Resources Limited (ASX:WGX),https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	918828000",1.965,0.03,1.29,Materials
ELD,ASX:ELD,Elders Limited (ASX:ELD),https://www.listcorp.com/asx/eld/elders-limited,"	910694000",5.89,0.07,1.2,Consumer Staples
SLR,ASX:SLR,Silver Lake Resources Limited (ASX:SLR),https://www.listcorp.com/asx/slr/silver-lake-resources-limited,"	906702000",0.975,0.01,0.52,Materials
JIN,ASX:JIN,Jumbo Interactive Limited (ASX:JIN),https://www.listcorp.com/asx/jin/jumbo-interactive-limited,"	906446000",13.89,-0.5,-3.47,Consumer Discretionary
GEM,ASX:GEM,G8 Education Limited (ASX:GEM),https://www.listcorp.com/asx/gem/g8-education-limited,"	890457000",0.97,-0.13,-11.82,Consumer Discretionary
NCK,ASX:NCK,Nick Scali Limited (ASX:NCK),https://www.listcorp.com/asx/nck/nick-scali-limited,"	881280000",10.66,-0.22,-2.02,Consumer Discretionary
VIF,ASX:VIF,Vanguard International Fixed Interest Index (Hedged) ETF (ASX:VIF),https://www.listcorp.com/asx/vif/vanguard-international-fixed-interest-index-hedged-etf,"	880469000",36.78,-0.22,-0.59,Financials
SYA,ASX:SYA,Sayona Mining Limited (ASX:SYA),https://www.listcorp.com/asx/sya/sayona-mining,"	874930000",0.081,0,-4.71,Materials
BGA,ASX:BGA,Bega Cheese Limited (ASX:BGA),https://www.listcorp.com/asx/bga/bega-cheese-limited,"	870921000",2.88,0.02,0.7,Consumer Staples
IEM,ASX:IEM,iShares MSCI Emerging Markets ETF (ASX:IEM),https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	849643000",57.61,-0.19,-0.33,Financials
SGF,ASX:SGF,SG Fleet Group Limited (ASX:SGF),https://www.listcorp.com/asx/sgf/sg-fleet-group,"	844703000",2.54,0.07,2.83,Industrials
IMD,ASX:IMD,IMDEX Limited (ASX:IMD),https://www.listcorp.com/asx/imd/imdex-limited,"	832191000",1.675,0.04,2.76,Materials
CCP,ASX:CCP,Credit Corp Group Limited (ASX:CCP),https://www.listcorp.com/asx/ccp/credit-corp-group-limited,"	826332000",11.91,-0.23,-1.89,Financials
HCW,ASX:HCW,HealthCo Healthcare and Wellness REIT (ASX:HCW),https://www.listcorp.com/asx/hcw/healthco-healthcare-and-wellness-reit,"	821104000",1.415,-0.03,-2.08,Real Estate
ADT,ASX:ADT,Adriatic Metals Plc (ASX:ADT),https://www.listcorp.com/asx/adt/adriatic-metals-plc,"	815155000",3.4,-0.01,-0.29,Materials
DXI,ASX:DXI,Dexus Industria REIT (ASX:DXI),https://www.listcorp.com/asx/dxi/dexus-industria-reit,"	809038000",2.5,-0.05,-1.96,Real Estate
,ASX:VBND,Vanguard Global Aggregate Bond Index (Hedged) ETF (ASX:VBND),https://www.listcorp.com/asx/vbnd/vanguard-global-aggregate-bond-index-hedged-etf,"	800684000",39.26,-0.21,-0.53,Financials
,ASX:EHE,Estia Health Limited (ASX:EHE),https://www.listcorp.com/asx/ehe/estia-health-limited,"	795166000",3.05,-0.01,-0.33,Health Care
,ASX:PNV,Polynovo Limited (ASX:PNV),https://www.listcorp.com/asx/pnv/polynovo-limited,"	786865000",1.135,-0.01,-0.44,Health Care
,ASX:WC8,Wildcat Resources Limited (ASX:WC8),https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	775433000",0.79,0.04,6.04,Materials
,ASX:REG,Regis Healthcare Limited (ASX:REG),https://www.listcorp.com/asx/reg/regis-healthcare-limited,"	764629000",2.53,-0.01,-0.39,Health Care
,ASX:SLX,Silex Systems Limited (ASX:SLX),https://www.listcorp.com/asx/slx/silex-systems-limited,"	764465000",3.25,0.01,0.31,Industrials
,ASX:CUV,Clinuvel Pharmaceuticals Limited (ASX:CUV),https://www.listcorp.com/asx/cuv/clinuvel-pharmaceuticals-limited,"	764378000",15.33,-0.14,-0.9,Health Care
